drug	V1	V2	V3	V4	V5	V6	V7	V8
metformin_hydrochloride_pioglitazone_hydroch	-14.9603746298	4.09666220806	-5.86767586159	-3.05621680782	-0.251886159887	-6.01322863901	-5.0272082309	1.50423178943
desmopressin_acetate	4.42011241228	3.88596844011	-1.3830017863	3.76013300845	1.31023800428	-2.56407793776	-7.13999184762	-2.11933539296
sotalol_hydrochloride	-2.33796485424	-3.14916914153	-2.78968020254	5.18584893448	-1.8120415881	-1.61209387566	-2.21466510646	-1.20700332265
multivitamin_and_minerals	-18.2350387163	11.2847737778	0.045375556341	-10.6827130531	-1.04342253936	-3.18608805153	0.110201341951	-2.84461764558
malathion	-5.45891924974	2.74247585204	-7.20082299962	5.38407259033	9.33850304855	-4.75373629123	1.9813774088	-0.8708868312
flurbiprofen	-6.13383344331	3.27708941372	5.29709956633	1.52569331191	-4.77555605141	0.988013973025	3.45259982177	-1.9130605281
cromolyn_sodium	9.39944635792	4.08550212916	1.2164077389	-9.32986868518	-3.50247436442	-4.16522873843	4.293698381	0.699201397914
desloratadine_pseudoephedrine_sulfate	-11.2651000487	10.1297356093	-10.706747643	8.39519163277	-6.39479721707	3.42100851517	2.01528031592	-9.25231364195
hydrochlorothiazide_spironolactone	-2.07805913307	-0.00192069876167	-5.35651524676	-1.80847050231	-1.56855499305	-2.96513151004	-5.21735151203	-3.55863209309
guanfacine_hydrochloride	-0.28484467872	4.02246259394	3.58642150628	2.99215534096	4.92497633424	-6.49746171674	-8.10294902694	-3.23819501739
almotriptan_malate	-2.16181657463	6.15455540096	1.07420051708	7.16383533745	4.34066433646	-2.10615168302	-2.44378142359	3.36182610712
nizatidine	-5.81312468871	3.78587775109	-7.16189792363	-0.383855636968	-0.203037456967	0.819665089806	0.677923297912	-4.63418900835
carbetapentane_tan_phenyleph_tan_pyril_tan	-7.77913285667	11.5722926182	-6.77260678342	6.76116393606	-7.667958831	-3.54884529939	0.554444622867	-1.97537281854
vancomycin_hydrochloride	12.2608083385	4.88957797007	-6.69739442909	5.6601440354	1.84048080994	-0.975601817536	-0.105976951171	-0.918892323659
gemifloxacin_mesylate	-18.7884660026	8.55123192072	-0.0362286499924	7.4023729216	1.40740364019	-3.83457738875	1.37304734521	-1.22201796512
follicle_stimulating_hormone_luteinizing_hor	19.5050995021	16.5805337205	-6.5570365431	-2.92870221816	-7.01396352288	7.13845260817	-1.4870524956	-3.5938943038
chloroquine_phosphate	16.1570997759	8.7811706856	6.67887121301	-1.42595172787	8.9433686	4.8849791865	-4.97711739655	-4.93155686351
chorionic_gonadotropin_alfa__recombinant	16.1633615758	17.2132216066	-10.722440574	-0.749561836286	-2.16147794552	5.99840727151	-3.36951192633	-8.07734512819
diphenhydramine_hydrochloride	3.10041283117	2.15348533039	-10.6324270572	-2.42141598751	-6.5516532178	-7.44141465657	6.5610862957	-8.75180685981
milnacipran_hydrochloride	-5.14755683255	-6.36275775329	-4.5485941973	12.5397814219	2.79505288354	-3.36674139704	-0.211183922853	1.04087921456
glycopyrrolate	-6.22565825857	1.76293114259	2.9555661974	2.82914704783	6.57005330736	1.05183814542	-1.17094338381	6.00688628368
bacitracin_zinc_polymyxin_b_sulfate	3.26270660921	-0.0948164340307	5.9725342371	-5.18247158155	0.674587715543	-4.34858851392	5.41734039235	1.60959051108
rivaroxaban	-1.77105184044	-2.97708634785	-0.537886291613	9.1650522126	-0.367213703096	-1.77528198109	-5.72034869368	1.90113595602
betamethasone_dipropionate_calcipotriene	0.0381920655171	15.4199816173	-4.85772589455	1.02334117322	4.46762481297	-0.803467103464	-0.5527135659	3.49875578462
gramicidin_neomycin_sulfate_polymyxin_b_sulf	-5.04113876907	-4.21756369981	-0.803965441461	0.0478313435997	-4.87259220887	-0.25533886102	2.14699915693	-1.88256578845
amylase_lipase_protease	6.40324892487	4.76644639076	0.750587673077	0.806276941035	-2.48128870999	-8.09842436973	0.362800483537	1.97148717686
amlodipine_besylate_atorvastatin_calcium	-9.86872624584	8.47625311483	-8.25767802697	-2.19702415238	0.0177351555218	-5.1182387453	-5.32845553668	-4.42838273357
captopril	-3.34243184956	-2.58477359103	-1.60923129886	-5.29127040104	-6.63009795383	-3.06515789287	1.04032908466	-2.60126576832
sumatriptan	15.0779692277	5.78367328432	5.16247635651	-1.24782289403	-0.317759808191	-5.39114892868	3.30377700927	-1.49142687423
nicotine	15.0537268761	-6.63703578111	-10.790024948	1.58810557657	6.45059482007	-1.08635854791	6.92311899822	-10.0778799545
metformin_hydrochloride_rosiglitazone_maleat	-11.0784258608	1.74823019001	-2.4916813308	-2.88900347816	-1.00684567362	-2.85591397658	-2.47354470383	-1.8675843806
retapamulin	-10.2393866685	11.5759631221	3.84032146022	6.24992643898	-2.4897273925	-2.01942885666	1.28443893507	-7.32607677226
bromfenac_sodium	-3.69246295102	10.0498105054	0.472125880702	1.21984910138	7.30344655783	-1.06334441188	2.36280505134	4.30263010059
mefenamic_acid	-6.59523966644	10.8226149743	-4.22901216078	3.54157454408	4.608210666	-1.29303545978	-2.7934294461	3.3686786362
apap_butalbital_caff_codeine_phos	-4.26871797576	4.10259274949	0.643190295603	3.27694900824	-6.45623455833	-10.2908031451	-0.994710135247	0.217397678219
lancet_device	-2.18139290167	-2.14364411256	-5.56605813313	-3.94966518873	2.3295253486	1.15670724904	1.5007214171	4.98862124327
fosinopril_sodium	-4.25108778364	-1.357834015	0.0269560490173	-4.41215271835	-3.75978681212	-0.742211664242	1.57826787896	-2.82120691929
amlodipine_besylate_valsartan	-21.0466870403	9.1663077614	-3.6093321664	-4.46619472328	-3.07572762361	-3.96647492414	-3.98035288499	0.288369373109
fenofibrate__micronized	-6.89514720672	-1.418322825	-6.07231860691	2.36747001941	3.59607606075	-4.96487067276	-4.7213016663	6.83657717396
formoterol_fumarate_mometasone_furoate	4.75000489609	5.47094532128	0.62676179474	3.19632607975	-6.23055834755	-5.52345199865	0.614584942165	1.7815360157
omeprazole_sodium_bicarbonate	-13.339704659	11.2023820891	-3.39446045434	5.62399390078	5.9741930274	-1.57712378252	0.791762080115	-0.650565042401
aspirin_butalbital_caffeine_codeine_phosphat	-5.56656461862	1.2801092128	1.51937027309	2.29202431546	-10.262438121	-5.37762031549	-2.52315739645	-0.0566185015906
frovatriptan_succinate	2.66791670658	9.14168998299	5.80526293931	7.40053035726	4.15319276932	-6.00852526706	-1.4641208845	-0.22346977166
flurandrenolide	4.44698329315	23.2345476729	-0.753910297198	-3.0291517318	-3.10027016727	-2.26238815443	0.64864572804	0.296146217647
diflorasone_diacetate	0.414566058982	16.8829051814	-3.08164480944	-2.60793018635	-0.929793468784	2.70757078896	-1.30797757802	-0.632085268323
neomycin_sulfate	5.00567981649	1.59393733426	-6.88812833479	0.2295325456	0.0305182819342	-2.71392921736	-3.7862991729	-0.0985698525519
prednisolone_acetate_sulfacetamide_sodium	-2.39892820301	10.5940469568	4.66307243579	-4.83679012457	0.246753873782	-0.041504886784	3.86812861256	-0.444149945663
benzocaine_trimethobenzamide_hydrochloride	8.15822561925	5.76493631341	-6.46825841746	3.09890776542	-10.3134035934	-3.76538202608	-3.91686705524	0.285451113353
diflunisal	0.218258939184	8.39781062365	-5.33562505694	-5.83224784988	1.70925253442	2.37126093797	1.12126766679	2.88312398804
multivitamin__minerals__and_iron	-21.5564980777	11.0067919642	3.61005148949	-10.2578383708	-0.303624730695	-4.93687771464	0.134978172654	0.0638465608591
zonisamide	-3.7482916292	1.2684401485	0.915697626135	4.68041919518	4.53609168945	-5.2037164246	-4.44287092904	-1.36749983922
pentosan_polysulfate_sodium	-2.06696812582	-0.150897434078	-3.10730949561	4.07167347834	-2.05675662986	-4.56076624288	2.14683463575	-0.17557811314
hydroquinone	1.96511778274	11.8173387796	9.6041127278	-11.9482243851	-0.529713108254	-5.38514213803	-3.96495721531	3.18512144595
besifloxacin_hydrochloride	-13.9231233801	11.303319201	0.896670345054	5.9239741255	5.22005153224	-1.75023740506	0.930971036592	3.57859601188
hydrocodone_bitartrate_potassium_guaiacolsul	-18.5728457104	-4.40177356285	12.1502008369	-3.37338034554	1.72380788448	6.05663041871	1.53526753097	-1.81440869564
bromfenac	1.42123672792	11.1444438922	-0.588086502594	-1.78630509887	7.24548222882	-2.53247598128	3.80711619484	5.54895530246
rifaximin	4.85036134836	15.9481991887	3.77905817436	3.00557585534	1.90687599571	-0.255172675002	-1.12613398552	0.887623396289
indapamide	-10.725537163	1.18056821085	0.961380677982	-3.84464295503	2.42523794342	-0.735485175949	-2.50460841977	-3.17080256419
estropipate	-6.35693719471	-8.42400790208	3.14212062638	8.59046395797	-5.78342425993	-2.80698767893	-3.28521833747	-0.951262175793
glucagon_hydrochloride	8.89924378527	1.22622685297	-2.75268339555	4.36974586269	4.30470742044	-1.62274756258	-0.469662382427	0.60188307592
griseofulvin__microcrystalline	-17.4766421404	2.23406252391	0.861966637694	-15.4230288351	-3.79141912784	-5.11633668743	-8.66439469907	-4.001436188
loperamide_hydrochloride	2.17672480501	-3.06074275122	-9.49061498958	-2.69237520533	3.6968344978	-2.08309671752	7.53907545628	-12.1087344326
naproxen_sodium_sumatriptan_succinate	-6.65932685287	7.22942789479	-4.17604283943	10.317792228	0.364408527958	-1.61788458359	-1.88993520118	1.11579843756
ziprasidone_hydrochloride	4.79811864268	2.68364393393	-0.516056127643	4.68170009249	1.50879512311	-9.21754458208	0.2188460808	-0.167419871059
doxazosin_mesylate	-2.12467505672	-1.25508036579	-1.78039378029	-3.73921736475	-0.333570690877	-4.07671502811	-5.10712908183	1.73988328257
candesartan_cilexetil	0.179785232597	8.64927099125	-4.60040789562	2.48212238486	-1.45694864708	-0.8926862926	1.73600156773	-2.4362213847
aprepitant	6.75184698294	9.95909571263	0.238558875446	-0.260618041271	-4.20438151322	1.75842691887	0.795617741699	1.20503249811
methadone_hydrochloride	8.78577164106	-3.4303407025	0.953131886587	6.79295698615	-0.756872440008	-16.1454167488	3.50789719746	-2.3348737089
theophylline	-3.77731238758	-1.99945588333	-7.11336205822	1.18589717077	-3.4370682755	-3.12519290657	4.91039868672	-0.410487985572
acetaminophen_butalbital	-28.5459103108	-1.2286860431	8.44753284458	-10.5089565064	9.55144695969	1.86528114836	4.67305287329	-5.57654895274
methyldopa	-13.9196019289	2.85438964732	-1.24379530458	-10.3655027155	0.0580146453089	-1.19108854591	-2.55480030223	-0.130412468905
azathioprine	5.75577739865	-0.520265110833	0.0242628594865	3.17610350344	-2.02740552643	-1.26835811533	-6.1538790503	-1.48464198742
adalimumab	4.48216486545	1.76398655505	0.233724049355	3.10037518027	-2.01353026997	-3.21885870107	-4.06895908618	1.41223115676
chorionic_gonadotropin	14.4238347241	13.2123128112	-5.48973757688	2.14279021862	-3.59990464222	6.99294153119	-2.49009522219	-3.91153647267
hydrochlorothiazide_telmisartan	-21.3820981221	4.58483802007	2.37862178613	-7.68479313945	-2.97011291725	-5.27452709671	-3.19338043231	0.917573134972
multivitamin_and_iron	-19.2853443005	15.5983129524	0.594067321895	-6.25166033062	1.24611342991	-5.91477623371	0.581148037522	-2.73860968763
rifampin	-9.53560157356	-0.0306197440634	8.78013903457	-2.10955910213	-7.38483869358	-5.43799163617	-1.24458266342	-0.325574465215
sulfasalazine	5.89866209953	-3.46044410057	-0.062754176285	5.80782094434	-6.23044569965	-4.9633552268	-3.0841657193	0.378399855674
ursodiol	10.9615878662	3.7947706947	-2.02497892356	-1.47191727001	-3.73121774986	-5.75734908939	3.87947774135	-1.38019388673
insulin_human_isophane__nph__insulin_human_r	-10.9721238508	-4.97437179535	-0.514941589874	-10.0130506362	-4.30767548347	-7.49666771672	-3.54240993518	-0.387967008571
conjugated_estrogens_synthetic_a	-8.12366058215	-0.106221809475	6.66620680444	4.32533680458	-3.47464995766	-3.1251395774	-1.90750346832	-2.35979395571
trimethobenzamide_hydrochloride	3.5440215147	6.48984986105	-12.3387664433	4.42144632619	-9.895677827	2.95394971898	-5.90560607735	-0.333402627064
sodium_chloride	11.7850924751	3.37201828138	-9.6584787513	5.38178216202	-1.26039388919	-0.350590201398	2.76740157545	0.391707268785
epinastine_hydrochloride	-7.93758716434	8.14895143969	0.391983822738	0.434093019378	-1.67364102301	1.55384880497	3.39401423465	4.68690107935
calcipotriene	15.0427485103	3.68768783893	-5.13464418662	0.947649920899	1.80380727508	-1.87034115428	2.87361853025	-2.59508814549
fenofibric_acid	-16.6581770263	3.86092578118	-5.65991424778	10.4688776101	-1.5932340924	-6.26793717732	2.78335815978	10.2736343991
clorazepate_dipotassium	-19.3616761139	-1.09775294231	3.7362935164	-2.2849830609	0.911846864123	-0.49758370091	-4.4921428823	-6.10283534718
clonidine	0.726626237967	1.57325606053	-2.87323074846	-0.828429811864	-1.33945840508	-10.1192859407	-2.17638581732	-2.04436743807
cpm_phenyleph_hcl	-20.095476702	-5.93781289048	2.39404456748	-9.66604678558	-7.86197329655	9.33881919079	0.231944942598	-11.7817286687
cyanocobalamin_folic_acid_pyridoxine	-8.39694569377	9.610519171	-2.48500865582	3.31480091841	1.74891752525	-3.53096765614	1.65114300588	3.73577740139
etanercept	4.03854984249	2.07726668268	-0.0238194049759	2.02382215675	-0.402949439592	-5.83890098004	-0.3546308751	2.93298070875
pirbuterol_acetate	10.0990669589	9.70283395253	-6.65932152702	5.0975794504	3.41082816386	2.05737683604	-0.771155045047	-4.83927749105
clindamycin_palmitate_hydrochloride	-6.21846629075	5.6051742979	-0.887284016568	-1.21215873415	-4.69963207162	-2.93149147396	-1.59026192644	-0.563227592776
tapentadol_hydrochloride	-7.14838162924	6.67120871956	-0.604857012147	1.97521055451	9.04664285636	-3.37448914535	-3.14524735646	5.31271960608
benazepril_hydrochloride_hydrochlorothiazide	-13.8434478531	-0.938175732918	5.59410228584	-9.62156699013	-1.24630989987	-4.50966368537	-3.56826514628	2.34822881299
liraglutide	-13.8098772458	1.10156430537	-6.4128468429	2.43446196735	0.826170004339	-8.05370468062	-2.89283858551	-0.0566081662109
loratadine	-0.717975021772	-2.46621040429	-10.8389864319	-0.0998280579581	6.43871461648	-1.67422804624	2.16521120692	-19.1786712598
nadolol	0.622379782143	2.6521087558	-3.93402083295	2.78511271205	5.62503963524	-1.07254077926	-1.83112688908	-3.08080659883
oxiconazole_nitrate	-6.34071005711	23.8500219549	-2.84855916957	0.507334696718	-2.0425713908	-3.89720539664	0.217816537866	-0.686028740099
calcitriol	5.30897999145	6.96097499293	-0.878873638534	-2.84743305267	-2.78828430067	-2.59863604359	-1.63571151558	-1.24369549616
imipramine_hydrochloride	1.3570186141	-5.41220999723	3.86876433597	4.14800442597	0.713700003333	-4.33183403556	-0.954527237924	-0.460657844265
difluprednate	-2.53133282241	7.70156266346	2.83996548745	2.07521720544	-1.75721304717	1.65725403409	-5.9271345336	5.41614161635
chlorthalidone	3.35982834447	-1.58144371031	0.902510656526	-12.169291763	3.50269663001	-3.20159763594	-4.67453873387	-3.52170656873
salmeterol_xinafoate	15.7037378665	0.921384710435	1.08188556889	-0.801835000958	-3.86762260659	-5.04295232407	2.44361705565	-1.05516921036
telmisartan	-15.5463786028	4.46853658757	2.99347940982	-2.36791532246	-2.7615150224	-7.58519630233	2.22951253136	1.49514031427
dexmethylphenidate_hydrochloride	-9.779888972	14.5344866024	3.195979495	4.67096920784	4.85901993262	-3.77264165804	-10.6711938343	-3.97501328895
fluvastatin_sodium	-0.75407200659	6.80610636978	-5.43432415444	2.78449950239	1.50907716964	-3.08939572645	-0.00952216252954	-1.56572379296
cpm_methscopolamine_nitrate_pse_hcl	-25.9534101072	-0.988725070512	10.4436776021	-4.03217013915	-1.31673018637	5.44346418494	-2.40584384916	-1.72815264707
tinidazole	-9.42085978531	23.9805896807	0.0526510098608	-6.77590381284	-3.36979550568	-6.69557919597	-2.61933513902	0.883223333619
phenytoin_sodium__extended	1.5761434259	-2.25787710702	-0.87096314615	0.958450265441	-5.59920728914	-3.89872477158	-0.100872162499	-2.24088219679
dorzolamide_hydrochloride_timolol_maleate	0.599727708622	8.09101264075	-0.513726604705	-8.24971121673	-2.51549041267	-2.81844581996	-2.72949344772	-4.49354942023
cefpodoxime_proxetil	2.92369269508	-1.70163519312	0.619617563997	-1.67560112723	-2.20578336752	2.90003296614	5.05243788034	-5.20765567555
ramelteon	-3.53234541068	8.11700841035	-0.755120295061	11.2876392309	0.483823420639	-6.64631581858	0.335455782318	-6.98478592076
methotrexate	9.61208504108	-4.08356752408	-5.06126260248	2.26661119623	-6.17225087042	-2.99011167872	-5.20011735728	1.11797118102
acetic_acid_hydrocortisone	8.30153904985	3.9578965844	-4.04080152644	-1.9695601076	-2.48188394809	-1.71635703238	0.635009956461	-1.007626792
mefloquine_hydrochloride	10.6063241643	17.6154967584	4.74167206825	-3.95392650657	-5.23955954545	2.74371346752	-1.3881990629	0.553429113554
selenium_sulfide	6.25462630053	6.35907444261	-1.51454010874	-10.0548371161	2.50715200122	-2.69063605753	2.89074257592	-5.21510434164
estrogen_progestin_folate_combination	-14.2209334379	9.61986702484	3.60847339188	8.79738225797	-1.84659178062	-1.17862976553	-2.04679422234	1.66725664528
felodipine	1.46494114471	-1.81788308771	3.97085646935	-13.8646709972	-3.94941611012	-6.76263854824	-1.19939639632	7.93477917658
darifenacin_hydrobromide	-7.97845118761	-0.303399893457	-5.76388620626	9.18841766945	-0.938260498298	-1.89793381007	-3.74990395414	-3.23648981023
metolazone	-6.64668269446	-5.52003097467	-9.29177907183	-1.16110381193	-2.45872011042	-4.06182062517	-6.15062468356	-2.78189571522
bumetanide	-8.48866859178	-1.63069127285	-6.17212266901	-0.483215702522	-1.66749357257	-2.07117028464	-1.20452912021	-5.4189633531
chlorzoxazone	-14.4543918846	-4.3756839484	-3.05288393209	4.55788228323	0.138239987412	-2.55783797979	-5.84327545788	-3.21959850801
salicylic_acid	-1.64076533221	21.0595698933	-0.253801500227	2.87822093729	0.788351037499	0.526431175695	-5.77793915818	-3.53301903481
bacitracin	1.74273891291	9.36485941678	0.531617928012	1.02886439242	0.937104657151	-2.9253766576	1.85213053499	2.44658451331
torsemide	-14.9597124318	-1.70043350186	-4.50523006479	-1.6502863744	1.77325044654	-1.20229993838	-1.43247385057	0.0994611962357
metformin_hydrochloride_sitagliptin_phosphat	-19.257661079	4.83238127769	-9.27718002499	-2.75829855572	-0.748903418722	-9.32075526284	-1.22943655702	4.85505523038
insulin_detemir	-8.90302405583	-3.79811302157	-10.4332235428	-3.11722839905	-0.407954001055	-8.73158688863	-0.545586659629	2.12459975851
leuprolide_acetate	8.21820058761	13.9091182312	-10.9644459436	-3.31449646622	4.77335556365	-0.271845465263	0.535395559071	-7.82717542171
naftifine_hydrochloride	-7.96717268725	26.0444585999	-0.0429463216439	-9.87464525006	4.22750616837	-4.66450566351	-3.28716034876	1.08066012863
methimazole	3.03502726222	5.46256712	-2.28443354797	-5.34029562767	1.23744602424	-3.43645486228	0.489559190071	2.46595864644
carbidopa_levodopa	4.00508618661	-8.02385899303	2.75310629332	5.57196794818	1.71694840678	-1.07971243973	-2.73749329882	0.416902075994
alclometasone_dipropionate	-1.84795683897	19.5349499753	-2.12354366239	-4.57010179429	1.23071541053	2.67595923317	-0.974752818121	-2.09749081942
acetazolamide	14.0400291969	14.6112595573	10.3141214316	-3.67582253882	-7.7895069355	-0.490764788556	-0.946926499769	-2.46407511136
prochlorperazine	25.261295412	6.02314463287	-2.17200575054	-0.517295352749	-12.5689967172	-3.84161678484	2.21769465172	2.21880649631
phenyleph_hcl_promethazine_hcl	-11.2970511337	0.666790160526	-6.14709354348	-1.26832967782	-4.31075432061	-1.15993845459	10.3069808655	2.31580145379
alendronate_sodium_cholecalciferol	-1.74945104401	15.3460810875	-1.53874322639	-0.841624248243	1.32536403124	0.643943295107	6.2451020584	3.30952095972
erythromycin_stearate	-5.5500005089	-3.77782776506	0.495196513013	-1.00825820103	-11.8126229561	-5.82463545323	5.12834917044	0.287950020827
dm_hydrobrom_gg_phenyleph_hcl	-24.0522074433	9.54522529426	11.5027368047	-2.53374682759	6.56366585383	1.36104820446	0.556980459828	5.37740937176
amiodarone_hydrochloride	0.328127481459	-4.61387781778	-5.43334753157	2.70524967463	-5.041906441	-2.42150330641	-5.4510055118	-1.89650592024
amantadine_hydrochloride	-9.07523698569	-6.02283526111	4.01681957964	1.0565804925	-5.96536371245	0.840544210908	3.63601618008	1.51007103155
insulin_human_regular	-3.74405014797	-5.61175618701	-2.38442605453	-5.72555204467	-6.16048858367	-9.02387720146	0.790800733435	0.84360163738
levonorgestrel	9.583078149	8.4468264512	4.56520511805	-10.0078452494	1.45218973334	-4.07390215762	10.7367300463	-1.30147288097
atenolol_chlorthalidone	-9.56342360648	-0.442141685798	-7.2935378132	-10.7243378847	1.14940396978	1.22836611352	-7.17406752217	-5.31049595174
diclofenac_epolamine	-0.506650095344	12.7038049668	-5.36457076581	9.32234663836	1.7755071312	-8.44759232705	4.8063097662	-1.37252025977
ketoprofen	-3.25282896442	-6.56194990182	5.02226041827	4.51934376117	-4.39799456358	-2.52176574013	2.31840908843	-4.13086702839
ethinyl_estradiol_norethindrone;ferrous_fuma	-18.617251888	21.0179970476	-3.48902810728	0.440501753058	1.36151868816	-1.93440164854	-0.409358535268	3.62853453201
ciclesonide	-12.6145978613	10.1753764233	6.67791635564	9.62866817791	-11.3831758291	-2.95861764545	-2.3683896944	0.898091147811
codeine_phos_gg_pse_hcl	-9.23917056175	-1.14317563612	-4.91293431411	-0.540287855015	-7.27581575807	-0.323397519392	-4.07710278076	0.887322840628
oxcarbazepine	2.91907400862	3.71836874018	-1.27265376545	6.47675648527	-0.168182954074	-6.69164249125	-0.00667725401917	2.92806718781
lithium_carbonate	14.1134298874	4.329950587	3.4270074703	4.26321661176	1.47065987425	-8.35947259628	1.82368571832	1.67904460153
glyburide_metformin_hydrochloride	-15.6327327625	1.9949413311	-6.97081838355	-10.5533236074	-5.73194456284	-3.71705397007	-5.14724752883	-2.55248242711
travoprost	-3.39284401528	4.58316599536	-1.7147975173	-9.55409698405	-4.94659210441	-2.21002740499	-6.25013659059	-1.28267627896
ethinyl_estradiol_ethynodiol_diacetate	9.860989816	3.01691265159	4.76748125419	0.542417560747	-1.52691897028	-2.35254747274	-0.527640983752	-2.00172337458
hydralazine_hydrochloride	-12.7482364156	0.815670356964	-5.64442641513	-14.381902763	-2.08853719845	-7.11126396326	-8.43280279205	-0.0615233573757
mebendazole	-3.81810924323	-1.3548723201	3.59322391064	4.09940803042	1.7609697343	-0.314016882654	1.75312902182	-0.387013434946
cimetidine	2.38034852475	-5.73965772977	-1.93642236069	5.56086490525	-1.73912586335	-0.837400938952	1.03621838495	-4.12072134489
cyproheptadine_hydrochloride	-15.3573225095	-1.54203646801	-1.71593480411	-5.39941360745	-1.42980596785	-2.77040142234	-0.361277894318	-7.30768723129
hydrochlorothiazide_irbesartan	-13.3287150334	8.7129622165	-5.49427052597	-3.03485533529	-1.10443535486	-1.4359468918	-2.91635925387	3.03426412775
loteprednol_etabonate_tobramycin	-5.99507684416	20.1205093968	1.6503320699	0.886177929459	2.35850304031	-0.229487605521	-3.14816741959	3.47482810429
lubiprostone	-14.1821683243	2.29273064677	-8.1777106103	7.6164316933	7.03002137145	-4.04644197349	1.97485013293	-4.13587592665
diclofenac_sodium_misoprostol	-11.0605783056	8.59774353192	-11.0392901523	5.8643083064	-4.02597669028	-4.88337632198	0.403936439848	-3.0837062678
vitamin_b_complex__iron__and_vitamin_c	-21.0263316161	11.9906601798	-1.48791956626	-4.58273972966	2.8993263927	-2.44761369648	0.452867056329	-7.14173610701
letrozole	4.44892577094	6.03440882326	7.14298691859	-0.575260388277	1.19434176614	0.64964228034	-7.15255411611	-2.34208851528
exenatide	-8.37024751	-1.33840401582	-7.74171168853	2.3150734371	2.84387659543	-10.1721124279	-4.52549822334	-2.52110845385
sulindac	3.19627665659	-4.73978079493	0.06039341948	-7.01093414411	3.51311042432	-0.88179552858	-0.419122781333	3.06725304528
methylergonovine_maleate	4.30468039902	15.207435172	-0.77028365929	-8.07341659423	-4.32386135011	-4.11039332159	-5.91421426052	-2.87426001717
modafinil	1.25756936188	4.51432798848	1.70109144719	11.7744105177	1.848887738	-4.4428014345	-3.62601675984	-4.97150909118
memantine_hydrochloride	-0.729626887406	0.838675812494	0.877701087403	3.46056137915	-3.96554865349	-2.30377373661	-2.53599902564	-1.88619567714
carbamazepine	4.99656636632	-4.28649164286	-3.52476784991	3.88288205612	-2.32949458439	-4.44446569927	-0.249844277512	1.92942666518
quinine_sulfate	-4.36397064908	-2.81474982177	-1.33824765825	0.777476700994	-3.05874951977	-6.40379502632	2.22206242932	-3.06335212487
